"Classificação","Código do
Insumo","Descrição do Insumo","Unidade","Origem de Preço","AC","AL","AM","AP","BA","CE","DF","ES","GO","MA","MG","MS","MT","PA","PB","PE","PI","PR","RJ","RN","RO","RR","RS","SC","SE","SP","TO"
"MATERIAL","39204","BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 2"", PARA ELETRODUTO","UN","CR","","128.36","156.26","130.22","150.13","","117.38","150.68","117.66","175.8","178.96","134.31","138.13","146.31","114.5","139.52","125.57","157.94","132.27","121.29","130.22","","139.8","122.78","181.38","142.31",""
"MATERIAL","39206","BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 3"", PARA ELETRODUTO","UN","CR","","121.78","148.25","123.54","142.42","","111.36","142.95","111.63","166.78","169.78","127.42","131.04","138.81","108.63","132.36","119.13","149.84","125.48","115.07","123.54","","132.63","116.48","172.08","135.01",""
"MATERIAL","798","BUCHA DE REDUCAO PVC ROSCAVEL 3/4"" X 1/2""","UN","CR","1.38","1.18","1.15","1.03","1.11","1.22","1.38","1.57","1.36","1.15","1.21","1.31","1.14","1.41","1.16","1.1","1.2","1.09","1.25","1.08","1.28","1.1","1.41","1.12","1.18","1.3","1.27"
"MATERIAL","797","BUCHA DE REDUCAO PVC, ROSCAVEL 1 1/2"" X 1""","UN","CR","10.04","8.58","8.39","7.51","8.08","8.89","10.04","11.44","9.89","8.39","8.8","9.52","8.31","10.24","8.47","8.02","8.74","7.92","9.09","7.9","9.34","8.0","10.24","8.12","8.58","9.46","9.24"
"MATERIAL","796","BUCHA DE REDUCAO PVC, ROSCAVEL, 1 1/2"" X 3/4""","UN","CR","8.53","7.29","7.13","6.38","6.87","7.55","8.53","9.72","8.41","7.13","7.48","8.09","7.06","8.7","7.2","6.81","7.43","6.73","7.72","6.71","7.93","6.8","8.7","6.9","7.29","8.04","7.85"
"MATERIAL","799","BUCHA DE REDUCAO PVC, ROSCAVEL, 1"" X 1/2""","UN","CR","4.12","3.52","3.45","3.08","3.32","3.65","4.12","4.7","4.06","3.45","3.62","3.91","3.41","4.21","3.48","3.29","3.59","3.25","3.73","3.24","3.84","3.29","4.21","3.34","3.52","3.89","3.79"
"MATERIAL","792","BUCHA DE REDUCAO PVC, ROSCAVEL, 1"" X 3/4""","UN","CR","3.99","3.41","3.34","2.99","3.22","3.54","3.99","4.55","3.94","3.34","3.5","3.79","3.31","4.08","3.37","3.19","3.48","3.15","3.62","3.14","3.72","3.18","4.08","3.23","3.41","3.77","3.68"
"MATERIAL","38001","BUCHA DE REDUCAO, CPVC, SOLDAVEL, 22 X 15 MM, PARA AGUA QUENTE","UN","CR","1.34","","","","1.17","1.15","1.17","1.45","1.12","","1.27","1.48","1.31","1.18","","","","1.23","1.15","1.09","1.39","","1.41","1.17","","1.22",""
"MATERIAL","38002","BUCHA DE REDUCAO, CPVC, SOLDAVEL, 28 X 22 MM, PARA AGUA QUENTE","UN","CR","4.67","","","","4.1","4.0","4.09","5.05","3.91","","4.42","5.15","4.55","4.12","","","","4.29","4.0","3.79","4.86","","4.92","4.07","","4.26",""
"MATERIAL","38003","BUCHA DE REDUCAO, CPVC, SOLDAVEL, 35 X 28 MM, PARA AGUA QUENTE","UN","CR","31.93","","","","28.0","27.36","27.98","34.5","26.71","","30.21","35.15","31.11","28.14","","","","29.29","27.36","25.93","33.22","","33.6","27.81","","29.11",""
"MATERIAL","38004","BUCHA DE REDUCAO, CPVC, SOLDAVEL, 42 X 22 MM, PARA AGUA QUENTE","UN","CR","36.72","","","","32.2","31.47","32.18","39.67","30.71","","34.75","40.43","35.78","32.37","","","","33.69","31.47","29.82","38.21","","38.64","31.99","","33.47",""
"MATERIAL","44263","BUCHA DE REDUCAO, CPVC, SOLDAVEL, 54 X 35 MM, PARA AGUA QUENTE","UN","CR","65.93","","","","57.81","56.5","57.76","71.22","55.14","","62.38","72.58","64.23","58.1","","","","60.49","56.5","53.54","68.6","","69.38","57.42","","60.1",""
"MATERIAL","36327","BUCHA DE REDUCAO, PPR, DN 25 X 20 MM, PARA AGUA QUENTE PREDIAL","UN","CR","","","","","","","5.11","","","","","","","","","","","5.17","","","","","4.26","4.74","","4.28",""
"MATERIAL","38992","BUCHA DE REDUCAO, PPR, DN 32 X 25 MM, PARA AGUA QUENTE E FRIA PREDIAL","UN","CR","","","","","","","6.21","","","","","","","","","","","6.28","","","","","5.18","5.76","","5.19",""
"MATERIAL","38993","BUCHA DE REDUCAO, PPR, DN 40 X 25 MM, PARA AGUA QUENTE E FRIA PREDIAL","UN","CR","","","","","","","16.15","","","","","","","","","","","16.32","","","","","13.47","14.98","","13.51",""
"MATERIAL","44175","BUCHA DE REDUCAO, PPR, DN 50 X 25 MM, PARA AGUA QUENTE E FRIA PREDIAL","UN","CR","","","","","","","28.17","","","","","","","","","","","28.47","","","","","23.5","26.14","","23.57",""
"MATERIAL","44177","BUCHA DE REDUCAO, PPR, DN 50 X 32 MM, PARA AGUA QUENTE E FRIA PREDIAL","UN","CR","","","","","","","21.05","","","","","","","","","","","21.28","","","","","17.56","19.53","","17.61",""
"MATERIAL","38418","BUCHA DE REDUCAO, PVC, LONGA, SERIE R, DN 50 X 40 MM, PARA ESGOTO PREDIAL","UN","CR","5.9","5.16","4.69","4.14","4.69","5.33","5.76","6.96","5.87","4.92","5.92","5.9","5.55","5.52","5.16","4.44","5.13","5.11","5.75","5.15","6.32","4.8","6.05","5.28","5.04","5.76","4.98"
"MATERIAL","39178","BUCHA EM ALUMINIO, COM ROSCA, DE 1 1/2"", PARA ELETRODUTO","UN","CR","","2.16","2.64","2.2","2.53","","1.98","2.54","1.98","2.97","3.02","2.26","2.33","2.47","1.93","2.35","2.12","2.66","2.23","2.04","2.2","","2.36","2.07","3.06","2.4",""
"MATERIAL","39177","BUCHA EM ALUMINIO, COM ROSCA, DE 1 1/4"", PARA ELETRODUTO","UN","CR","","1.96","2.38","1.99","2.29","","1.79","2.3","1.79","2.68","2.73","2.05","2.11","2.23","1.75","2.13","1.91","2.41","2.02","1.85","1.99","","2.13","1.87","2.77","2.17",""
"MATERIAL","39176","BUCHA EM ALUMINIO, COM ROSCA, DE 1"", PARA ELETRODUTO","UN","CR","","1.28","1.56","1.3","1.5","","1.17","1.5","1.17","1.76","1.79","1.34","1.38","1.46","1.14","1.39","1.25","1.58","1.32","1.21","1.3","","1.4","1.23","1.81","1.42",""
"MATERIAL","39174","BUCHA EM ALUMINIO, COM ROSCA, DE 1/2"", PARA ELETRODUTO","UN","CR","","0.98","1.19","0.99","1.14","","0.89","1.15","0.89","1.34","1.36","1.02","1.05","1.11","0.87","1.06","0.95","1.2","1.01","0.92","0.99","","1.06","0.93","1.38","1.08",""
"MATERIAL","39180","BUCHA EM ALUMINIO, COM ROSCA, DE 2 1/2"", PARA ELETRODUTO","UN","CR","","5.88","7.16","5.97","6.88","","5.38","6.9","5.39","8.06","8.2","6.15","6.33","6.7","5.25","6.39","5.75","7.24","6.06","5.56","5.97","","6.41","5.63","8.31","6.52",""
"MATERIAL","39179","BUCHA EM ALUMINIO, COM ROSCA, DE 2"", PARA ELETRODUTO","UN","CR","","5.21","6.34","5.28","6.09","","4.76","6.11","4.77","7.13","7.26","5.45","5.6","5.93","4.64","5.66","5.09","6.41","5.36","4.92","5.28","","5.67","4.98","7.36","5.77",""
"MATERIAL","39181","BUCHA EM ALUMINIO, COM ROSCA, DE 3"", PARA ELETRODUTO","UN","CR","","7.89","9.6","8.0","9.23","","7.21","9.26","7.23","10.8","11.0","8.25","8.49","8.99","7.03","8.57","7.72","9.71","8.13","7.45","8.0","","8.59","7.54","11.15","8.74",""
"MATERIAL","39175","BUCHA EM ALUMINIO, COM ROSCA, DE 3/4"", PARA ELETRODUTO","UN","CR","","1.19","1.45","1.21","1.4","","1.09","1.4","1.09","1.64","1.67","1.25","1.29","1.36","1.06","1.3","1.17","1.47","1.23","1.13","1.21","","1.3","1.14","1.69","1.32",""
"MATERIAL","39217","BUCHA EM ALUMINIO, COM ROSCA, DE 3/8"", PARA ELETRODUTO","UN","CR","","0.92","1.12","0.93","1.08","","0.84","1.08","0.84","1.26","1.29","0.96","0.99","1.05","0.82","1.0","0.9","1.14","0.95","0.87","0.93","","1.0","0.88","1.3","1.02",""
"MATERIAL","39182","BUCHA EM ALUMINIO, COM ROSCA, DE 4"", PARA ELETRODUTO","UN","CR","","11.09","13.5","11.25","12.97","","10.14","13.02","10.17","15.19","15.47","11.61","11.94","12.64","9.89","12.06","10.85","13.65","11.43","10.48","11.25","","12.08","10.61","15.68","12.3",""
"MATERIAL","12616","CABECEIRA DIREITA OU ESQUERDA, PVC, PARA CALHA PLUVIAL, DIAMETRO ENTRE *119 E 170* MM, PARA DRENAGEM PLUVIAL PREDIAL","UN","CR","18.2","15.92","14.46","12.79","14.46","16.46","17.79","21.48","18.12","15.18","18.28","18.19","17.12","17.02","15.91","13.71","15.82","15.78","17.73","15.9","19.49","14.82","18.67","16.29","15.56","17.76","15.37"
"MATERIAL","1049","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1 1/2""","UN","CR","","9.28","11.3","9.42","10.86","","8.49","10.9","8.51","12.71","12.94","9.71","9.99","10.58","8.28","10.09","9.08","11.42","9.56","8.77","9.42","","10.11","8.88","13.12","10.29",""
"MATERIAL","1099","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1 1/4""","UN","CR","","7.1","8.65","7.21","8.31","","6.49","8.34","6.51","9.73","9.9","7.43","7.64","8.1","6.33","7.72","6.95","8.74","7.32","6.71","7.21","","7.74","6.79","10.04","7.87",""
"MATERIAL","1050","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1""","UN","CR","","4.86","5.91","4.93","5.68","","4.44","5.7","4.45","6.65","6.77","5.08","5.23","5.54","4.33","5.28","4.75","5.98","5.0","4.59","4.93","","5.29","4.65","6.86","5.39",""
"MATERIAL","39678","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1/2""","UN","CR","","2.86","3.49","2.9","3.35","","2.62","3.36","2.62","3.92","3.99","2.99","3.08","3.26","2.55","3.11","2.8","3.52","2.95","2.7","2.9","","3.12","2.74","4.05","3.17",""
"MATERIAL","1101","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 2 1/2""","UN","CR","","30.63","37.28","31.07","35.82","","28.01","35.95","28.07","41.95","42.7","32.05","32.96","34.91","27.32","33.29","29.96","37.68","31.56","28.94","31.07","","33.36","29.29","43.28","33.95",""
"MATERIAL","1100","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 2""","UN","CR","","15.8","19.24","16.03","18.48","","14.45","18.55","14.48","21.64","22.03","16.53","17.0","18.01","14.09","17.18","15.46","19.44","16.28","14.93","16.03","","17.21","15.11","22.33","17.52",""
"MATERIAL","39679","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3 1/2""","UN","CR","","61.04","74.31","61.92","71.39","","55.82","71.65","55.95","83.6","85.1","63.87","65.68","69.57","54.45","66.35","59.71","75.1","62.9","57.68","61.92","","66.48","58.38","86.25","67.67",""
"MATERIAL","1102","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3""","UN","CR","","45.67","55.6","46.33","53.41","","41.76","53.61","41.86","62.55","63.67","47.79","49.14","52.06","40.74","49.64","44.68","56.19","47.06","43.15","46.33","","49.74","43.68","64.53","50.63",""
"MATERIAL","1098","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3/4""","UN","CR","","3.79","4.61","3.84","4.43","","3.46","4.45","3.47","5.19","5.28","3.96","4.08","4.32","3.38","4.12","3.71","4.66","3.9","3.58","3.84","","4.13","3.62","5.36","4.2",""
"MATERIAL","1051","CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 4""","UN","CR","","66.38","80.81","67.34","77.64","","60.7","77.92","60.85","90.91","92.55","69.46","71.43","75.66","59.21","72.15","64.94","81.68","68.4","62.72","67.34","","72.3","63.49","93.8","73.59",""
"MATERIAL","37399","CABIDE/GANCHO DE BANHEIRO SIMPLES EM METAL CROMADO","UN","CR","47.97","17.66","","33.62","13.28","10.29","25.78","31.24","15.62","39.26","20.38","17.05","20.08","39.06","16.98","45.21","45.24","57.67","34.64","17.84","23.43","24.36","52.92","22.92","21.73","31.25","13.55"
"MATERIAL","43834","CABO COAXIAL RG11 95% DE MALHA","M","CR","20.57","18.31","19.34","14.33","18.17","18.38","23.18","17.76","20.78","21.05","19.0","25.1","24.76","24.14","23.39","18.58","29.22","25.37","21.53","18.65","15.43","20.23","20.3","22.63","19.2","22.49","24.14"
"MATERIAL","43835","CABO COAXIAL RG59 95% DE MALHA","M","CR","1.84","1.64","1.73","1.28","1.63","1.64","2.07","1.59","1.86","1.88","1.7","2.25","2.22","2.16","2.09","1.66","2.62","2.27","1.93","1.67","1.38","1.81","1.82","2.03","1.72","2.01","2.16"
"MATERIAL","43833","CABO COAXIAL RG6 95% DE MALHA","M","CR","1.91","1.7","1.8","1.33","1.69","1.71","2.16","1.65","1.93","1.96","1.77","2.34","2.3","2.25","2.18","1.73","2.72","2.36","2.0","1.73","1.43","1.88","1.89","2.11","1.79","2.09","2.25"
"MATERIAL","41955","CABO DE ACO GALVANIZADO, DIAMETRO 12,7 MM (1/2""), COM ALMA DE ACO CABO INDEPENDENTE 6 X 25 F","KG","CR","90.3","85.85","100.41","85.68","83.67","52.44","66.94","101.44","95.45","77.88","66.43","66.17","76.98","72.96","80.32","56.63","72.26","90.03","70.28","73.63","84.88","67.07","70.32","74.3","103.72","72.49","73.63"
"MATERIAL","41953","CABO DE ACO GALVANIZADO, DIAMETRO 12,7 MM (1/2""), COM ALMA DE FIBRA 6 X 25 F","KG","CR","86.17","81.92","95.82","81.76","79.85","50.05","63.88","96.81","91.09","74.32","63.4","63.14","73.46","69.63","76.65","54.04","68.96","85.92","67.07","70.27","81.0","64.01","67.1","70.9","98.98","69.18","70.27"
"MATERIAL","41954","CABO DE ACO GALVANIZADO, DIAMETRO 9,53 MM (3/8""), COM ALMA DE FIBRA 6 X 25 F","KG","CR","85.35","81.15","94.91","80.99","79.09","49.57","63.27","95.89","90.23","73.62","62.8","62.54","72.76","68.96","75.93","53.53","68.3","85.1","66.43","69.6","80.23","63.4","66.47","70.23","98.04","68.52","69.6"
"MATERIAL","25004","CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 1/0 AWG","KG","CR","59.08","60.79","49.89","60.66","51.99","54.23","60.4","53.04","51.6","59.08","51.99","50.81","55.54","56.46","57.12","51.47","55.01","51.6","51.86","53.83","58.3","55.41","50.94","51.86","53.83","49.5","55.8"
"MATERIAL","25002","CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 2 AWG","KG","CR","59.08","60.79","49.89","60.66","51.99","54.23","60.4","53.04","51.6","59.08","51.99","50.81","55.54","56.46","57.12","51.47","55.01","51.6","51.86","53.83","58.3","55.41","50.94","51.86","53.83","49.5","55.8"
"MATERIAL","37409","CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 2/0 AWG","KG","CR","59.08","60.79","49.89","60.66","51.99","54.23","60.4","53.04","51.6","59.08","51.99","50.81","55.54","56.46","57.12","51.47","55.01","51.6","51.86","53.83","58.3","55.41","50.94","51.86","53.83","49.5","55.8"
"MATERIAL","841","CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 4 AWG","KG","CR","59.81","61.54","50.5","61.4","52.63","54.89","61.14","53.69","52.23","59.81","52.63","51.43","56.22","57.15","57.81","52.1","55.69","52.23","52.5","54.49","59.01","56.09","51.57","52.5","54.49","50.11","56.49"
"MATERIAL","25005","CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 1/0 AWG","KG","CR","64.83","66.71","54.75","66.56","57.05","59.5","66.28","58.21","56.62","64.83","57.05","55.76","60.94","61.95","62.67","56.48","60.37","56.62","56.91","59.07","63.97","60.8","55.9","56.91","59.07","54.32","61.23"
"MATERIAL","25003","CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2 AWG","KG","CR","65.81","67.71","55.57","67.57","57.91","60.4","67.27","59.08","57.47","65.81","57.91","56.6","61.86","62.89","63.62","57.33","61.28","57.47","57.77","59.96","64.93","61.72","56.74","57.77","59.96","55.13","62.15"
"MATERIAL","37410","CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2/0 AWG","KG","CR","64.83","66.71","54.75","66.56","57.05","59.5","66.28","58.21","56.62","64.83","57.05","55.76","60.94","61.95","62.67","56.48","60.37","56.62","56.91","59.07","63.97","60.8","55.9","56.91","59.07","54.32","61.23"
"MATERIAL","842","CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 4 AWG","KG","CR","65.76","67.66","55.53","67.51","57.87","60.35","67.22","59.03","57.43","65.76","57.87","56.55","61.81","62.83","63.56","57.28","61.23","57.43","57.72","59.91","64.88","61.67","56.7","57.72","59.91","55.09","62.1"
"MATERIAL","44391","CABO DE COBRE FLEXIVEL NAO HALOGENADO, SEM EMISSAO DE FUMACA, 750V, SECAO NOMINAL 120 MM","M","CR","140.12","144.16","118.32","143.85","123.3","128.6","143.23","125.79","122.37","140.12","123.3","120.5","131.71","133.89","135.45","122.06","130.46","122.37","122.99","127.66","138.25","131.4","120.81","122.99","127.66","117.39","132.33"
"MATERIAL","44388","CABO DE COBRE FLEXIVEL NAO HALOGENADO, SEM EMISSAO DE FUMACA, 750V, SECAO NOMINAL 2,5 MM","M","CR","3.03","3.12","2.56","3.11","2.67","2.78","3.1","2.72","2.65","3.03","2.67","2.61","2.85","2.9","2.93","2.64","2.82","2.65","2.66","2.76","2.99","2.84","2.61","2.66","2.76","2.54","2.86"
"MATERIAL","44392","CABO DE COBRE FLEXIVEL NAO HALOGENADO, SEM EMISSAO DE FUMACA, 750V, SECAO NOMINAL 240 MM","M","CR","278.99","287.05","235.59","286.43","245.51","256.05","285.19","250.47","243.65","278.99","245.51","239.93","262.25","266.59","269.69","243.03","259.77","243.65","244.89","254.19","275.27","261.63","240.55","244.89","254.19","233.73","263.49"
"MATERIAL","44390","CABO DE COBRE FLEXIVEL NAO HALOGENADO, SEM EMISSAO DE FUMACA, 750V, SECAO NOMINAL 50 MM","M","CR","59.11","60.82","49.92","60.69","52.02","54.25","60.43","53.07","51.62","59.11","52.02","50.84","55.57","56.48","57.14","51.49","55.04","51.62","51.89","53.86","58.32","55.43","50.97","51.89","53.86","49.52","55.83"
"MATERIAL","44389","CABO DE COBRE FLEXIVEL NAO HALOGENADO, SEM EMISSAO DE FUMACA, 750V, SECAO NOMINAL 6,0 MM","M","CR","6.98","7.18","5.89","7.16","6.14","6.4","7.13","6.26","6.09","6.98","6.14","6.0","6.56","6.67","6.75","6.08","6.5","6.09","6.12","6.36","6.88","6.54","6.02","6.12","6.36","5.85","6.59"
"MATERIAL","862","CABO DE COBRE NU 10 MM2 MEIO-DURO","M","CR","12.78","13.15","10.79","13.13","11.25","11.73","13.07","11.48","11.16","12.78","11.25","10.99","12.02","12.22","12.36","11.14","11.9","11.16","11.22","11.65","12.61","11.99","11.02","11.22","11.65","10.71","12.07"
"MATERIAL","866","CABO DE COBRE NU 120 MM2 MEIO-DURO","M","CR","162.46","167.15","137.18","166.79","142.96","149.1","166.07","145.85","141.88","162.46","142.96","139.71","152.71","155.24","157.04","141.52","151.26","141.88","142.6","148.02","160.29","152.35","140.07","142.6","148.02","136.1","153.43"
"MATERIAL","892","CABO DE COBRE NU 150 MM2 MEIO-DURO","M","CR","196.65","202.33","166.06","201.89","173.05","180.48","201.02","176.55","171.74","196.65","173.05","169.12","184.85","187.91","190.1","171.3","183.1","171.74","172.62","179.17","194.03","184.41","169.56","172.62","179.17","164.75","185.73"
"MATERIAL","857","CABO DE COBRE NU 16 MM2 MEIO-DURO","M","CR","21.39","22.0","18.06","21.96","18.82","19.63","21.86","19.2","18.68","21.39","18.82","18.39","20.1","20.43","20.67","18.63","19.91","18.68","18.77","19.48","21.1","20.05","18.44","18.77","19.48","17.92","20.2"
"MATERIAL","37404","CABO DE COBRE NU 185 MM2 MEIO-DURO","M","CR","227.52","234.09","192.13","233.59","200.22","208.81","232.58","204.26","198.7","227.52","200.22","195.67","213.87","217.41","219.94","198.2","211.85","198.7","199.71","207.3","224.49","213.36","196.17","199.71","207.3","190.61","214.88"
"MATERIAL","868","CABO DE COBRE NU 25 MM2 MEIO-DURO","M","CR","30.48","31.36","25.74","31.29","26.82","27.97","31.16","27.36","26.62","30.48","26.82","26.21","28.65","29.13","29.46","26.55","28.38","26.62","26.75","27.77","30.07","28.58","26.28","26.75","27.77","25.53","28.79"
"MATERIAL","863","CABO DE COBRE NU 35 MM2 MEIO-DURO","M","CR","44.89","46.19","37.91","46.09","39.5","41.2","45.89","40.3","39.2","44.89","39.5","38.61","42.2","42.9","43.39","39.1","41.8","39.2","39.4","40.9","44.29","42.1","38.71","39.4","40.9","37.61","42.4"
"MATERIAL","867","CABO DE COBRE NU 50 MM2 MEIO-DURO","M","CR","63.95","65.8","54.0","65.65","56.27","58.69","65.37","57.41","55.85","63.95","56.27","55.0","60.11","61.11","61.82","55.71","59.54","55.85","56.13","58.26","63.1","59.97","55.14","56.13","58.26","53.57","60.4"
"MATERIAL","864","CABO DE COBRE NU 70 MM2 MEIO-DURO","M","CR","84.47","86.91","71.33","86.72","74.33","77.53","86.35","75.84","73.77","84.47","74.33","72.64","79.4","80.72","81.66","73.58","78.65","73.77","74.15","76.96","83.34","79.21","72.83","74.15","76.96","70.77","79.78"
"MATERIAL","865","CABO DE COBRE NU 95 MM2 MEIO-DURO","M","CR","121.5","125.01","102.6","124.74","106.92","111.51","124.2","109.08","106.11","121.5","106.92","104.49","114.21","116.1","117.45","105.84","113.13","106.11","106.65","110.7","119.88","113.94","104.76","106.65","110.7","101.79","114.75"
"MATERIAL","39251","CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 0,5 MM2","M","CR","0.8","0.82","0.67","0.82","0.7","0.73","0.81","0.71","0.7","0.8","0.7","0.68","0.75","0.76","0.77","0.69","0.74","0.7","0.7","0.73","0.79","0.75","0.69","0.7","0.73","0.67","0.75"
"MATERIAL","1011","CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 0,75 MM2","M","CR","1.09","1.12","0.92","1.12","0.96","1.0","1.11","0.97","0.95","1.09","0.96","0.93","1.02","1.04","1.05","0.95","1.01","0.95","0.95","0.99","1.07","1.02","0.94","0.95","0.99","0.91","1.03"
"MATERIAL","39252","CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 1,0 MM2","M","CR","1.43","1.47","1.2","1.46","1.25","1.31","1.46","1.28","1.25","1.43","1.25","1.23","1.34","1.36","1.38","1.24","1.33","1.25","1.25","1.3","1.41","1.34","1.23","1.25","1.3","1.19","1.35"
